code,name,Security Group,Open,High,Low,LTP,No. of Shares Traded ,Total Turnover in Lac,No. of Trades ,
540710,CAPACITE,B,123.00,129.40,123.00,127.90,15507,19.65,712,
513097,SHBCLQ,B,396.05,416.85,396.05,416.85,4771,19.64,513,
502281,TRIVENIGQ,XT,23.73,23.73,23.73,23.73,82566,19.59,169,
540023,COLORCHIPS,XT,10.26,10.70,9.75,9.75,199855,19.59,819,
532732,KKCL,B,399.00,415.30,397.00,409.00,4789,19.59,353,
539660,BESTAGRO,A,1108.15,1133.80,1108.15,1114.50,1742,19.53,263,
540701,DCAL,A,115.60,119.05,114.35,115.45,16658,19.50,613,
540975,ASTERDM,A,221.55,223.20,218.20,219.70,8821,19.50,425,
530517,RELAXO,A,775.65,788.35,775.65,779.90,2488,19.49,357,
590138,SETFNIF50,B,179.90,180.80,179.80,180.73,10801,19.49,351,
543413,TEGA,A,631.20,635.35,605.05,623.20,3086,19.39,319,
533168,ROSSELLIND,B,250.50,264.75,248.05,263.50,7508,19.39,475,
539799,BHARATWIRE,B,95.30,102.77,93.35,101.53,19452,19.27,465,
540821,SADHNA,X,5.40,5.67,5.29,5.67,346146,19.26,1202,
543544,JAYANT,M,136.00,136.00,129.00,129.00,14250,19.22,18,
531431,SHAKTIPUMP,B,427.60,434.30,421.65,422.80,4486,19.19,366,
532864,NELCAST,B,100.10,104.60,99.90,103.74,18632,19.00,436,
511333,VLSFINANCE*,B,149.00,171.30,149.00,170.70,11220,18.97,244,
532617,JETAIRWAYS,Z,63.00,65.00,62.65,63.75,29826,18.82,187,
532156,VAIBHAVGBL,A,320.05,327.85,320.05,326.45,5769,18.80,383,
521113,SUDTIND-B,X,18.85,19.40,16.10,18.00,106296,18.79,53,
532468,KAMAHOLD,A,12200.05,12352.00,12160.00,12320.00,153,18.75,55,
524634,ALUFLUOR,X,311.00,314.40,306.10,310.10,5990,18.59,110,
538987,TALBROSENG,X,479.00,485.00,452.80,468.30,3926,18.43,201,
533033,ISGEC,A,444.70,446.00,441.30,442.20,4138,18.37,606,
504614,SARDAEN,A,1094.95,1118.65,1091.00,1118.65,1661,18.36,296,
523367,DCMSHRIRAM,A,815.20,842.90,807.45,839.25,2212,18.35,372,
532509,SUPRAJIT,A,352.60,359.70,351.95,358.45,5125,18.34,423,
543464,SPITZE,M,170.80,173.90,160.00,160.00,11000,18.34,11,
543547,DDEVPLASTIK,B,88.85,91.00,86.10,88.36,20733,18.32,280,
540737,SGRL,B,272.90,272.90,251.90,258.50,7086,18.32,226,
500338,PRSMJOHNSN,A,104.30,107.50,104.30,106.35,17203,18.31,361,
532662,HTMEDIA,B,17.65,20.10,17.65,18.70,94917,18.30,518,
538646,QGO,X,45.95,45.95,42.21,44.65,41880,18.20,23,
543657,ACI,B,621.55,637.70,621.55,630.90,2867,18.15,350,
532271,ORCHASP,X,3.91,4.37,3.78,4.28,438396,18.10,308,
531921,AGARIND,B,606.05,627.80,605.95,610.70,2920,18.05,407,
532967,KIRIINDUS,A,277.80,281.65,277.80,279.20,6443,17.99,337,
543425,MAPMYINDIA,A,1151.05,1155.05,1123.30,1130.85,1585,17.96,254,
520119,ASAL,B,293.30,299.85,289.95,295.50,6057,17.93,300,
517467,MARSONS,Z,4.23,4.23,3.83,4.23,424548,17.88,169,
500201,INDIAGLYCO,A,579.75,593.50,577.25,590.15,3044,17.88,514,
500164,GODREJIND,A,420.00,420.60,418.20,418.20,4244,17.79,371,
536773,JPOLYINVST,B,437.05,452.10,430.65,432.50,4074,17.75,288,
512175,VAMA,X,5.70,6.34,5.05,5.51,296342,17.73,624,
532548,CENTURYPLY,A,507.15,511.00,505.00,505.65,3489,17.72,364,
533164,TEXMOPIPES,B,50.10,52.00,48.40,48.65,35674,17.71,919,
524470,SYNCOMF,B,6.12,6.80,6.12,6.77,270505,17.70,653,
500097,DALMIASUG,A,316.70,320.20,316.10,317.15,5557,17.69,396,
532799,HUBTOWN,B,39.50,40.84,39.30,40.00,43305,17.61,218,
505850,MANCREDIT,X,104.00,104.00,100.00,100.00,16906,17.54,70,
531529,SOFTRAKV,XT,10.62,10.62,10.62,10.62,165073,17.53,254,
532503,RAJPALAYAM,X,580.50,600.00,580.50,594.00,2935,17.52,81,
543525,SILVERTUC,B,329.75,337.20,329.75,335.80,5259,17.52,313,
530557,NCLRESE,X,0.44,0.45,0.43,0.44,3985920,17.51,2239,
540602,GTPL,B,109.20,114.90,109.20,114.90,15551,17.47,51,
515147,HALDYNGL,X,60.45,61.30,59.51,60.30,28796,17.39,176,
538890,MKEXIM,X,83.00,85.90,82.00,84.89,20555,17.39,171,
500307,NIRLON,B,348.15,354.55,348.15,351.45,4922,17.32,140,
511571,SODFC,X,84.93,93.87,84.93,93.87,19184,17.31,116,
503310,SWANENERGY,A,252.05,260.05,251.80,255.15,6776,17.26,531,
500730,NOCIL,A,220.30,222.55,219.90,221.85,7795,17.24,284,
533267,CANTABIL,B,914.85,1016.95,905.00,952.00,1828,17.24,340,
500233,KAJARIACER,A,1139.95,1139.95,1060.00,1078.25,1597,17.20,215,
519552,HERITGFOOD,B,144.00,146.60,143.55,144.55,11816,17.13,575,
543322,GLS,A,375.00,376.15,373.65,375.55,4562,17.10,359,
540147,SHASHIJIT,T,35.50,36.79,34.20,35.75,49329,17.06,50,
533333,FCL,A,227.50,232.70,227.50,229.95,7411,17.05,277,
516110,FAMILYCARE,X,10.04,11.89,9.80,11.40,157238,17.04,696,
500333,PIXTRANS,B,742.05,742.85,726.75,734.35,2310,16.94,164,
506767,ALKYLAMINE,A,2530.35,2530.35,2499.95,2499.95,672,16.90,187,
523319,BALMLAWRIE,B,114.25,116.00,113.40,115.50,14634,16.77,270,
522295,CONTROLPR,B,467.00,500.00,467.00,490.65,3444,16.75,366,
541083,INFLAME,M,444.90,444.95,444.00,444.95,3750,16.68,14,
539773,ADVIKCA,X,4.23,4.28,4.12,4.19,398156,16.65,577,
542333,RPSGVENT,B,399.90,428.95,399.90,423.00,3984,16.63,391,
590006,AMRUTANJAN,B,616.95,624.35,607.70,620.25,2680,16.61,1062,
532922,EDELWEISS,A,63.28,65.05,63.28,64.55,25600,16.55,371,
532714,KEC,A,446.05,462.50,446.05,455.45,3618,16.51,305,
500031,BAJAJELEC,A,1082.05,1109.40,1082.05,1102.30,1501,16.48,141,
532285,GEOJITFSL,B,44.58,45.85,44.58,45.60,36246,16.44,320,
513349,AJMERA,B,276.90,282.00,276.05,277.15,5908,16.42,462,
540935,GALAXYSURF,A,2366.95,2393.95,2353.10,2389.70,691,16.38,252,
543242,HEMIPROP,A,94.01,95.25,93.65,94.07,17359,16.36,216,
509675,HIL,A,2265.45,2324.00,2252.00,2307.10,715,16.34,159,
538268,WONDERLA,B,415.50,429.00,415.50,420.50,3836,16.32,443,
543415,ANANDRATHI,A,751.70,764.50,742.50,762.00,2173,16.31,247,
526445,INDRANIB,X,68.15,70.40,66.00,67.00,24020,16.29,187,
538565,VISTARAMAR,X,325.00,343.05,320.05,329.60,4917,16.19,179,
530555,PARACABLES,B,34.01,34.95,33.00,33.93,48038,16.14,233,
540395,CHEMCRUX,B,307.00,309.20,305.00,305.25,5256,16.09,483,
530759,STERTOOLS,B,337.15,340.95,327.50,328.00,4785,16.07,399,
533274,PRESTIGE,A,409.95,413.60,405.15,408.00,3915,16.05,229,
505688,BHARATGEAR,B,116.05,120.90,115.25,118.05,13494,16.03,356,
532440,MPSLTD,B,1051.05,1051.85,1030.60,1044.05,1529,15.97,253,
526519,ALPINEHOU,X,103.50,107.00,101.00,103.70,15374,15.81,131,
542760,SWSOLAR,A,292.00,293.55,289.40,291.40,5401,15.74,256,
532301,TATACOFFEE,A,207.00,210.00,206.95,208.70,7554,15.71,449,
532485,BLIL,B,360.95,364.05,360.85,362.05,4336,15.71,168,
539814,LELAVOIR,X,43.39,43.39,37.50,39.00,38361,15.70,151,
543286,JETMALL,M,23.30,24.00,23.00,23.00,66000,15.70,11,
531253,INDGELA,X,246.00,257.95,246.00,252.55,6250,15.69,126,
530367,NRBBEARING,B,141.50,142.45,139.00,139.50,11116,15.67,306,
515043,SAINTGOBAIN,X,88.85,89.40,88.01,88.80,17635,15.66,237,
534748,STEELXIND,A,15.51,15.84,15.32,15.58,100345,15.63,415,
523672,FLEXFO,X,87.05,87.05,84.35,86.25,18211,15.62,128,
526237,MORGAN,X,35.50,37.80,35.50,37.40,43464,15.55,30,
543600,HARSHA,B,335.00,353.50,335.00,350.25,4447,15.48,404,
500292,HEIDELBERG,A,171.50,174.00,170.40,171.05,8972,15.47,423,
524332,BCLIL,B,428.00,428.00,408.30,422.55,3651,15.42,269,
540268,TRU,B,60.00,60.60,59.89,60.01,25605,15.38,165,
506076,GRINDWELL,A,1846.95,1866.50,1814.80,1829.90,838,15.35,272,
514450,MHLXMIRU,B,292.90,294.80,288.00,289.75,5266,15.33,343,
531215,RTSPOWR,X,134.80,137.90,131.00,137.90,11425,15.28,149,
514183,BLACKROSE,X,134.75,139.05,134.50,137.70,11098,15.25,494,
539470,SHREEGANES,X,1.18,1.19,1.17,1.18,1292805,15.20,921,
538562,SKIPPER,B,99.75,102.06,98.65,99.90,15166,15.19,294,
500265,MAHSEAMLES,A,304.45,310.45,304.25,308.20,4922,15.18,453,
543534,AETHER,B,852.00,883.10,852.00,874.70,1732,15.18,250,
524735,HIKAL,A,296.00,302.60,295.50,300.10,5061,15.17,142,
507490,RANASUG,B,20.60,21.24,20.59,21.18,71824,15.14,314,
543335,APTUS,A,240.10,246.20,240.10,243.00,6191,15.08,345,
538666,SHARDACROP,A,470.50,479.50,469.75,477.50,3175,15.05,321,
541337,MILEFUR,M,5.51,6.06,5.50,6.06,261000,15.01,73,
543767,BTML,B,165.20,168.05,161.80,165.35,9097,15.01,1622,
500284,LORDSCHLO,X,162.00,168.90,160.10,167.55,8982,14.97,181,
532067,KILPEST,X,401.70,405.45,391.15,400.00,3753,14.97,114,
540795,DYNAMIC,B,160.10,169.45,160.10,166.90,8961,14.90,292,
524444,EVEXIA,XT,2.00,2.00,1.90,1.97,756675,14.77,920,
500210,INGERRAND,A,2137.45,2205.95,2129.10,2191.55,676,14.77,191,
524687,BASANTGL,X,17.75,17.95,17.25,17.50,84136,14.74,542,
530697,ZENLABS,X,67.70,67.70,61.10,62.50,23406,14.73,82,
543619,CNCRD,M,186.00,186.00,179.50,185.00,8000,14.73,4,
509053,BANASFN,X,11.40,12.69,10.74,12.40,126875,14.72,603,
518017,BHEEMACEM,X,115.35,123.00,115.35,122.00,12043,14.72,83,
530357,KBSINDIA,X,8.90,9.34,8.46,9.34,161381,14.71,131,
536493,JK AGRI,X,431.15,432.50,420.00,425.15,3447,14.66,89,
540252,VSL,B,10.89,10.89,10.17,10.49,140313,14.65,344,
543299,SHYAMMETL,A,269.65,277.60,269.65,277.15,5354,14.64,367,
500270,BARODARY,XT,232.80,232.80,216.20,220.90,6609,14.58,356,
539097,URSUGAR,B,12.50,13.19,12.00,12.33,116098,14.58,157,
543725,ELIN,B,143.10,151.00,143.10,147.10,9813,14.52,682,
541540,SOLARA,A,359.75,369.55,358.45,365.50,3984,14.48,335,
530845,SUNSHIEL,X,540.00,553.85,533.25,550.00,2653,14.42,67,
523277,GVFILM,X,0.54,0.56,0.53,0.54,2637029,14.37,12220,
540570,VARIMAN,X,18.00,18.00,17.00,17.48,82682,14.37,142,
513434,TATAMETALI,A,736.20,748.65,728.10,737.90,1931,14.32,257,
517015,VINDHYATEL,B,1519.15,1570.00,1519.15,1570.00,931,14.31,183,
590078,MAITHANALL,B,896.00,928.90,896.00,924.25,1554,14.30,214,
511676,GICHSGFIN,B,163.95,170.40,163.95,167.65,8474,14.23,272,
514470,WINSOMTX,B,71.90,71.90,66.50,66.60,21049,14.13,257,
522257,RAJOOENG,X,26.00,26.15,25.30,25.30,54659,14.06,88,
530643,ECORECO,X,128.80,128.80,124.00,126.20,11052,13.94,106,
532875,ADSL,B,96.50,98.86,95.99,96.05,14243,13.91,340,
540358,RMC,M,228.00,239.50,227.55,227.55,6000,13.90,3,
532884,REFEX,B,256.10,266.50,256.10,265.75,5300,13.89,474,
521248,KITEX,A,142.55,151.05,141.65,146.25,9396,13.85,360,
543644,INFOBEAN,B,502.50,515.95,495.00,507.10,2732,13.84,296,
543389,SIGACHI,B,252.20,258.35,252.20,255.30,5404,13.82,368,
541301,ORIENTELEC,A,275.00,275.30,271.60,273.90,5048,13.82,297,
543489,GATEWAY,A,58.50,60.46,58.50,60.26,22979,13.78,333,
532553,WELENT,B,123.65,127.75,123.65,124.50,10988,13.77,457,
526227,FILATEX,A,38.65,39.44,38.35,39.06,35114,13.64,436,
532524,PTC,B,91.98,91.98,91.98,91.98,14819,13.63,64,
540694,ANG,B,77.00,77.00,72.00,73.50,18325,13.63,296,
500171,GHCL,A,525.70,525.70,517.15,518.60,2611,13.59,256,
514043,HIMATSEIDE,B,76.99,79.32,76.50,78.83,17325,13.54,280,
532923,RGL,B,88.20,90.50,86.65,88.35,15364,13.51,372,
543288,DEEPIND,B,272.75,282.00,271.65,274.35,4871,13.51,273,
539337,WAAREE,M,195.00,195.00,188.55,194.85,7000,13.49,9,
532698,NITINSPIN,B,207.45,210.90,206.70,209.05,6426,13.46,268,
533137,DEN,B,29.85,30.66,29.85,30.42,44122,13.46,234,
543753,DHARNI,M,20.25,20.30,20.25,20.30,66000,13.37,11,
524558,NEULANDLAB,B,1608.55,1630.35,1578.05,1590.30,836,13.35,274,
540401,MAXIMUS,B,14.30,14.69,14.20,14.50,92220,13.35,634,
543595,EPBIO,M,222.35,223.00,222.30,222.30,6000,13.34,6,
532435,SANINFRA,X,69.80,69.80,68.00,68.79,19356,13.29,202,
543212,BOROLTD,A,320.00,328.60,320.00,326.50,4048,13.20,422,
500350,RSWM,B,155.85,164.25,155.85,162.20,8200,13.19,338,
500472,SKFINDIA,A,4460.00,4526.00,4450.00,4453.00,294,13.13,69,
506197,BLISSGVS,B,80.30,81.85,80.03,81.11,16165,13.11,338,
514312,JAIHINDS,XT,26.94,29.70,26.94,29.70,46172,13.11,27,
531426,TNPL,B,209.65,210.35,208.75,209.10,6234,13.06,271,
543709,GARGI,M,108.70,108.70,108.70,108.70,12000,13.04,3,
505523,MAHACORP,X,1.55,1.55,1.55,1.55,839577,13.01,98,
522165,INDSILHYD,X,39.05,43.25,39.05,41.79,31114,12.97,140,
543399,TARSONS,A,588.45,601.15,588.00,594.20,2177,12.95,266,
513532,PRADPME,X,161.30,174.50,161.30,172.15,7630,12.94,86,
503663,TILAK,X,3.40,3.40,3.27,3.32,389899,12.85,533,
540649,AVADHSUGAR,B,420.70,425.80,418.75,424.10,3034,12.83,312,
517417,PATELSAI,X,217.70,217.70,208.10,210.45,6104,12.81,84,
530343,GENUSPOWER,A,88.95,90.43,88.95,89.54,14230,12.81,308,
539404,SATIN,B,130.85,135.85,130.85,134.60,9601,12.80,260,
543441,CMSINFO,A,285.50,287.30,280.90,283.55,4522,12.80,398,
531726,PANCHSHEEL,X,195.75,200.00,188.35,189.00,6614,12.74,170,
531179,ARMANFIN,B,1401.95,1410.00,1395.00,1396.05,904,12.69,273,
500367,RUBFILA,X,65.90,66.40,64.00,66.29,19283,12.68,233,
500160,GTL,B,5.45,5.47,5.24,5.47,233168,12.61,258,
543171,ROJL,B,28.30,28.30,26.89,27.24,46334,12.61,526,
542907,PRINCEPIPE,A,545.15,566.05,545.15,565.05,2251,12.57,309,
508906,EVERESTIND,B,733.70,745.00,697.05,705.25,1757,12.51,260,
543653,BIKAJI,B,359.45,362.50,358.60,360.65,3470,12.51,298,
540680,KIOCL,A,190.65,202.25,190.55,196.80,6372,12.50,234,
513262,SSWL,A,146.85,153.75,146.85,150.40,8272,12.47,334,
540204,EIKO,X,74.00,76.50,73.05,74.43,16741,12.46,109,
526596,LIBERTSHOE,B,204.00,212.90,203.50,211.40,5934,12.43,266,
541770,CREDITACC,A,960.00,975.20,959.85,965.00,1286,12.42,200,
532867,V2RETAIL,B,87.02,97.03,86.00,94.45,13390,12.41,325,
524520,KMCSHIL,X,59.35,59.35,58.48,58.52,21055,12.37,332,
530125,SAMRATPH,X,496.00,509.95,494.95,505.00,2464,12.37,133,
543187,POWERINDIA,A,3328.35,3348.45,3317.00,3325.15,371,12.34,188,
543397,SAPPHIRE,A,1225.05,1257.95,1223.90,1250.10,988,12.31,335,
540936,GGL,B,16.25,16.85,15.30,15.30,80106,12.28,373,
534338,MAXHEIGHTS,X,83.70,83.99,79.34,82.90,14990,12.27,47,
506414,FERMENTA,X,130.10,140.00,129.35,137.90,9002,12.26,222,
539126,MEP,B,16.70,16.95,15.95,16.07,74142,12.25,245,
542802,GALACTICO,B,12.10,12.39,11.90,12.20,100363,12.22,563,
500033,FORCEMOT,B,1216.95,1255.95,1216.80,1248.85,983,12.20,219,
521016,ICIL,A,128.95,133.10,127.80,132.60,9311,12.20,498,
502015,ASIIL,X,14.40,14.40,12.10,12.84,94178,12.18,125,
538836,MONTECARLO,B,570.30,588.35,560.75,577.00,2108,12.18,248,
531173,SYSCHEM,X,46.10,48.40,45.20,48.25,25269,12.17,153,
533344,PFS,B,15.28,15.41,15.20,15.20,79432,12.16,188,
503816,SWADPOL,X,48.00,48.10,43.56,43.56,26898,12.10,218,
523539,PRECWIRE,B,66.40,66.55,65.15,65.60,18315,12.05,356,
533573,APLLTD,A,505.05,512.35,505.05,506.55,2371,12.05,177,
532029,SINDHUTRAD,A,18.60,18.90,17.25,18.01,66640,12.04,300,
542399,CHALET,A,356.95,369.85,356.95,364.55,3291,12.04,245,
543743,SAH,B,71.00,78.05,71.00,76.30,15788,12.01,314,
505358,INTEGRAEN,X,94.00,94.45,92.10,94.00,12835,12.00,91,
532356,TRIVENI,A,268.75,274.60,268.75,273.00,4377,11.92,287,
500777,TNPETRO,B,79.30,81.69,79.30,80.90,14850,11.91,339,
521220,DAMOINDUS,B,45.00,51.00,43.00,45.35,25567,11.91,206,
531752,BIOGEN,X,0.70,0.71,0.68,0.70,1699902,11.90,1543,
543528,VENUSPIPES,B,718.05,723.45,718.05,721.35,1651,11.89,102,
539787,HCG,A,280.00,280.00,274.25,275.55,4285,11.89,269,
543387,SJS,B,418.55,419.80,415.90,418.80,2844,11.87,345,
500403,SUNDRMFAST,A,983.20,993.25,979.55,991.00,1203,11.86,230,
517166,SPELS,X,37.60,39.90,37.60,38.40,30352,11.81,368,
507526,ASALCBR,B,355.60,363.50,351.20,361.20,3288,11.75,301,
524200,VINATIORGA,A,1875.00,1886.95,1871.55,1875.00,623,11.70,185,
530363,UGARSUGAR,B,89.75,92.52,89.75,91.50,12734,11.69,154,
538119,RNBDENIMS,B,20.99,21.40,20.00,21.30,54753,11.54,196,
526967,HEERAISP,Z,12.05,12.60,11.40,12.50,98075,11.47,53,
526433,ASMTEC,X,383.00,398.00,376.00,388.05,2952,11.43,148,
539221,SPORTKING,A,654.55,682.15,654.55,669.05,1701,11.41,252,
539874,UJJIVAN,A,265.85,268.30,265.00,268.20,4265,11.39,196,
542905,HINDWAREAP,B,368.25,373.40,365.30,368.30,3069,11.36,290,
523610,ITI,A,94.45,96.40,94.45,95.70,11950,11.35,213,
523411,ADCINDIA,X,495.00,508.00,480.00,497.95,2291,11.25,62,
543545,VEERKRUPA,M,112.55,112.55,112.55,112.55,10000,11.25,5,
532940,JKIL,B,247.85,256.50,247.85,256.00,4440,11.25,205,
532163,SAREGAMA,A,327.80,335.70,327.65,333.50,3400,11.24,345,
511463,ALEXANDER,X,19.84,19.84,18.50,19.00,59519,11.23,156,
519003,MODINATUR,X,199.55,212.60,195.00,206.40,5426,11.20,73,
506808,TUTIALKA,X,53.00,53.07,50.51,53.07,21138,11.20,87,
523405,JMFINANCIL,A,66.94,66.94,64.65,65.14,17198,11.16,304,
540768,MAHLOG,A,370.10,374.15,365.05,370.35,3006,11.13,258,
500199,IGPL,B,409.95,422.00,404.75,419.10,2673,11.10,273,
500220,JASCH,X,138.05,145.00,138.05,141.75,7762,11.08,124,
520113,VESUVIUS,B,1619.95,1641.75,1612.90,1620.00,684,11.08,164,
542773,IIFLSEC,B,54.20,55.77,54.15,55.10,20106,11.08,443,
543311,IPL,A,209.95,219.00,209.95,217.60,5129,11.02,353,
500252,LAXMIMACH,A,10832.90,10973.00,10832.85,10839.20,101,10.98,69,
526729,GOLDIAM,B,140.50,141.80,136.30,140.95,7799,10.97,232,
570005,SCAPDVR,B,9.86,9.90,9.73,9.82,111546,10.96,29,
539302,POWERMECH,B,2066.00,2066.00,2028.70,2035.10,537,10.96,180,
540153,ENDURANCE,A,1233.40,1267.50,1233.40,1253.25,865,10.84,260,
520051,JAMNAAUTO,A,100.95,102.10,100.95,101.40,10653,10.82,374,
543538,GOEL,M,137.50,138.00,131.50,135.00,8000,10.80,10,
590134,MADRASFERT,B,55.80,57.71,55.70,56.70,18985,10.77,382,
530979,INDIAHOME,XT,36.20,39.90,36.20,38.89,27691,10.76,55,
513713,WHITEORG,X,7.89,8.08,7.70,7.90,134739,10.68,401,
508989,NAVNETEDUL,B,99.00,99.10,97.35,98.05,10874,10.67,333,
504273,MODULEX,Z,9.10,9.44,8.67,9.44,118623,10.59,105,
540811,DML,M,15.35,15.39,15.00,15.39,70000,10.59,5,
519216,AJANTSOY,X,30.50,30.99,30.10,30.65,34702,10.57,382,
543516,DHYAANI,M,93.00,113.15,93.00,112.50,10000,10.57,5,
523204,ABAN,B,38.65,41.76,38.65,41.20,25743,10.56,490,
502937,KESORAMIND,B,57.15,58.50,57.15,58.01,18244,10.55,274,
507410,WALCHANNAG,B,55.50,60.58,55.50,60.49,17654,10.53,649,
534600,JTLIND,B,310.65,315.20,310.65,310.80,3342,10.47,135,
533329,INDTERRAIN,B,49.90,51.54,49.85,51.06,20468,10.41,324,
520151,SHREYAS,B,253.35,261.40,249.15,254.05,4084,10.40,789,
533080,MOLDTKPAC,A,947.00,965.00,947.00,949.45,1084,10.39,163,
523483,PACIFICI,X,115.70,115.70,112.50,113.50,9124,10.37,50,
524174,KESARPE,X,6.21,6.97,6.21,6.45,159484,10.37,365,
519602,KELLTONTEC,B,50.00,51.60,50.00,51.10,20175,10.34,159,
506128,PARNAXLAB,X,64.15,64.40,61.05,61.06,16833,10.32,37,
500660,GLAXO,A,1340.00,1340.00,1321.65,1326.60,777,10.32,158,
532953,VGUARD,A,246.00,249.30,245.45,248.55,4155,10.30,466,
532656,FACORALL,X,7.55,7.77,7.43,7.64,136062,10.25,698,
522251,CENLUB,X,168.70,170.00,165.10,167.00,6070,10.24,99,
532847,HILTON,T,113.70,115.00,109.10,114.50,9003,10.21,54,
543451,AGSTRA,B,53.00,56.56,53.00,55.69,18479,10.20,505,
519097,RITESHIN,XT,51.87,51.87,46.93,47.00,20964,10.14,359,
502175,SAURASHCEM,X,51.40,51.40,50.50,51.30,19890,10.14,103,
532349,TCI,A,646.00,656.55,644.50,648.05,1565,10.14,160,
542721,ARL,B,41.60,41.60,38.21,38.93,25826,10.13,225,
532613,VIPCLOTHNG,B,40.15,41.60,40.10,41.50,24843,10.12,181,
512008,EFCIL,XT,773.45,773.45,773.45,773.45,1305,10.09,27,
540425,SHANKARA,B,694.30,707.30,693.30,701.20,1442,10.07,203,
500128,ELECTCAST,B,33.85,34.35,33.69,34.34,29628,10.05,276,
531633,LINCOPH,B,329.10,334.00,328.50,331.10,3034,10.05,538,
522004,BATLIBOI,X,66.26,71.55,66.26,71.50,14344,10.04,86,
532039,ZENOTECH,X,52.30,52.30,49.65,50.71,19451,10.03,131,
531739,GENNEX,X,4.90,5.27,4.90,5.27,194421,9.97,310,
509077,PRESSMN,B,73.00,73.00,66.27,67.05,14696,9.89,239,
540575,STARCEMENT,A,108.50,111.20,108.50,110.35,8972,9.89,245,
532668,AURIONPRO,B,349.55,357.95,345.00,347.85,2814,9.89,357,
543597,VOEPL,M,164.90,164.90,164.75,164.80,6000,9.88,3,
532638,SHOPERSTOP,A,644.80,649.55,642.50,644.25,1522,9.82,116,
500042,BASF,A,2262.05,2316.95,2262.05,2305.20,424,9.77,65,
543522,NVENTURES,M,46.10,47.95,46.00,46.00,21000,9.73,7,
526775,VALIANT,X,138.10,139.00,134.00,137.05,7090,9.71,26,
539526,SCTL,B,0.85,0.85,0.83,0.85,1161632,9.70,12404,
590104,JUNIORBEES,B,397.40,399.56,394.02,399.15,2428,9.67,223,
530185,SURATEX,X,7.40,7.78,7.40,7.65,128720,9.65,617,
509966,VSTIND,A,3090.00,3188.00,3090.00,3153.55,307,9.65,116,
590021,BHARATRAS,B,8746.30,8875.30,8687.30,8843.95,110,9.64,40,
540596,ERIS,A,633.95,639.60,627.40,632.05,1528,9.61,230,
505590,SVPGLOB,B,14.82,14.82,14.82,14.82,64779,9.60,121,
526951,STYLAMIND,B,1188.95,1188.95,1063.10,1065.65,893,9.60,216,
532528,DATAMATICS,B,302.20,304.75,300.05,302.50,3179,9.60,204,
531162,EMAMILTD,A,398.80,402.75,395.65,395.65,2410,9.59,192,
507315,SAKHTISUG,B,20.00,20.35,19.90,20.25,47752,9.58,158,
532929,BRIGADE,A,481.15,490.00,476.10,477.10,1983,9.54,313,
533261,EROSMEDIA,B,29.14,29.35,28.00,29.35,33257,9.54,564,
543527,PRUDENT,B,833.05,855.95,827.95,851.05,1134,9.52,284,
520056,SUNCLAYLTD,A,4879.60,4879.95,4795.00,4795.00,197,9.49,66,
542351,GLOSTERLTD,X,658.85,685.00,658.85,659.95,1419,9.44,130,
540198,OSIAJEE,X,45.00,45.00,40.00,41.95,22412,9.41,513,
533121,EXPLEOSOL,B,1335.05,1389.55,1335.05,1356.45,685,9.37,210,
543209,BILLWIN,M,37.50,40.75,37.50,40.50,24000,9.37,8,
530475,TINNARUBR,X,354.75,355.00,345.40,348.30,2675,9.35,211,
526739,SHAWGELTIN,X,282.00,288.00,270.85,277.95,3371,9.34,176,
532189,ITDC,B,316.65,326.40,316.65,322.70,2907,9.33,76,
543514,VERANDA,B,182.00,191.40,181.90,187.00,4970,9.30,204,
517500,ROTO,B,571.25,573.55,563.00,563.00,1635,9.27,131,
540203,SFL,A,1176.55,1176.60,1144.10,1146.25,795,9.20,240,
540135,ARCFIN,X,0.77,0.81,0.77,0.80,1162968,9.20,831,
540709,RELHOME,B,2.85,3.00,2.72,2.91,317211,9.20,336,
542759,SPANDANA,A,570.55,586.30,562.45,564.35,1611,9.18,233,
504058,NIPPOBATRY,B,316.65,357.25,316.65,340.85,2725,9.17,456,
543252,FAIRCHEMOR,B,930.10,962.40,930.10,956.85,965,9.17,285,
543656,TECHNOPACK,M,90.00,93.70,90.00,93.70,10000,9.16,5,
539151,ARFIN,X,21.00,23.00,19.51,21.42,43168,9.12,145,
533303,BFINVEST,B,395.05,408.90,395.05,407.00,2248,9.10,379,
522064,HONDAPOWER,B,1900.00,1900.00,1854.35,1886.30,484,9.09,140,
526773,PRESSURS,X,9.90,10.40,9.60,9.81,91280,9.07,379,
540048,SPAL,B,311.20,327.00,307.25,321.00,2802,8.95,320,
507717,DHANUKA,B,664.30,676.50,658.30,666.30,1337,8.92,308,
530075,SELAN,B,271.40,279.00,268.85,278.95,3243,8.90,331,
500459,PGHH,A,13662.55,13955.95,13662.55,13930.90,64,8.86,57,
540125,RADHIKAJWE,B,155.20,160.65,154.20,158.60,5615,8.85,490,
505036,ACGL,X,789.70,789.75,777.70,783.55,1132,8.83,17,
539621,BCLENTERPR,X,1.21,1.24,1.17,1.22,739060,8.82,789,
543223,MAXINDIA,B,88.70,88.70,85.04,85.65,10231,8.79,204,
523628,PODDAR,B,98.90,101.00,97.20,98.35,8887,8.77,200,
522229,TANAA,X,113.05,114.50,111.30,113.00,7775,8.73,119,
511551,MONARCH,B,209.15,222.25,209.00,221.25,3985,8.68,241,
