code,name,Security Group,Open,High,Low,LTP,No. of Shares Traded ,Total Turnover in Lac,No. of Trades ,
532980,GOKUL,B,30.50,32.76,30.50,32.65,11899,3.83,183,
503641,ZODIACVEN,X,31.01,31.34,28.46,29.18,12716,3.82,52,
543596,TMB,B,452.00,456.25,450.00,450.85,844,3.82,126,
538788,GILADAFINS,X,14.24,14.30,13.51,14.15,26789,3.81,77,
533470,RUSHIL,B,317.45,332.00,317.45,330.10,1161,3.80,93,
523792,MAZDALTD,B,600.05,610.50,599.00,603.75,629,3.79,106,
531241,LINC,B,528.25,534.85,524.05,533.00,715,3.78,110,
508941,PANCARBON,X,363.95,365.00,360.75,362.00,1040,3.77,38,
512624,REGENTRP,X,4.08,4.08,3.73,3.88,97711,3.76,82,
543210,AARTISURF,B,515.60,524.95,512.95,520.35,724,3.75,215,
531233,RASIELEC,X,13.50,14.40,13.10,13.75,27166,3.73,80,
531727,MENNPIS,X,44.75,45.45,44.05,45.15,8298,3.72,66,
507488,GMBREW,B,545.45,551.85,540.25,548.95,683,3.72,131,
533192,KCPSUGIND,B,23.20,24.54,23.20,24.05,15413,3.72,225,
539032,FRASER,X,10.00,10.23,9.81,9.82,37205,3.72,73,
539334,SHREEPUSHK,B,168.95,170.70,167.20,168.95,2213,3.72,59,
539400,MALLCOM,B,683.95,735.65,683.95,730.90,516,3.72,158,
504092,INDOKEM,X,102.30,102.30,100.55,100.55,3648,3.69,59,
532173,CYBERTECH,B,123.60,125.80,123.00,124.40,2971,3.68,140,
530377,NILA,B,5.25,5.40,5.08,5.30,69835,3.68,170,
542727,CPML,M,92.25,92.25,92.20,92.20,4000,3.68,2,
532959,AJRINFRA,Z,0.71,0.77,0.71,0.77,500357,3.68,107,
500207,INDORAMA,B,45.05,47.70,45.05,46.00,7809,3.66,142,
533210,KRITINUT,B,45.00,45.10,43.60,44.77,8223,3.66,161,
538567,GULFOILLUB,B,413.25,419.70,411.65,417.60,879,3.66,49,
537292,AGRITECH,B,98.35,101.50,97.15,97.15,3664,3.66,52,
534691,COMCL,X,21.00,21.42,20.40,21.35,17232,3.65,77,
532782,SUTLEJTEX,B,47.20,48.60,47.13,47.90,7558,3.64,202,
541445,WAA,M,38.20,38.20,37.57,38.00,9600,3.63,6,
542654,VRFILMS,M,243.35,243.35,240.20,240.20,1500,3.62,6,
509243,TVSSRICHAK,B,2756.00,2855.95,2756.00,2850.30,129,3.61,66,
517170,EDVENSWA,X,60.50,62.95,59.50,60.95,5943,3.61,34,
523708,EIMCOELECO,B,383.00,383.00,360.00,365.50,993,3.61,40,
531888,REXNORD,X,91.85,97.35,87.55,94.20,3855,3.61,66,
532873,HDIL,Z,3.81,3.96,3.81,3.96,92307,3.60,148,
543249,TARC,B,36.40,37.50,36.20,37.00,9759,3.60,168,
531780,KACL,X,43.30,44.35,42.00,44.30,8424,3.59,128,
500365,WELSPLSOL,X,14.70,15.00,14.55,14.99,24396,3.59,74,
539963,ZEAL,B,7.59,7.69,7.42,7.56,47523,3.58,230,
504258,LAKSELEC,X,780.00,789.90,773.00,773.00,459,3.57,58,
512229,VERITAS,XT,166.10,166.10,166.10,166.10,2150,3.57,38,
523842,SUPTANERY,X,6.25,6.93,6.25,6.78,52708,3.57,84,
532172,ADROITINFO,B,21.30,23.00,20.75,22.06,16115,3.56,68,
540955,TDSL,B,12.40,12.80,11.05,12.24,29173,3.56,158,
538635,SNOWMAN,B,33.80,34.35,33.80,34.01,10477,3.56,147,
526335,SHREYASI,X,6.73,7.43,6.73,6.90,52588,3.54,65,
536868,INTELSOFT,X,11.45,12.48,11.45,12.34,29524,3.54,124,
532726,GALLANTT,B,58.25,60.75,58.00,58.21,6026,3.54,139,
531599,FDC,A,262.20,263.40,258.75,263.40,1348,3.53,108,
539228,GGPL,X,7.80,7.80,7.80,7.80,45297,3.53,127,
542337,SPENCER,B,59.00,61.60,59.00,61.40,5815,3.52,183,
532456,COMPUAGE,B,15.40,16.15,15.40,16.05,22113,3.52,198,
538476,CTL,X,28.40,29.21,27.45,27.85,12591,3.52,60,
500780,ZUARIIND,B,117.00,118.05,112.90,117.00,2992,3.50,144,
543329,WINDLAS*,B,249.00,258.60,249.00,253.80,1385,3.50,244,
590066,KCP,B,94.25,96.95,94.25,95.52,3653,3.50,122,
509079,GUFICBIO,B,211.65,214.25,211.50,213.35,1646,3.49,69,
538961,GENUSPAPER,B,15.63,15.63,14.86,15.04,23269,3.49,172,
538351,AFEL,X,14.75,14.75,13.81,14.25,24468,3.48,89,
532891,PURVA,B,83.45,85.00,78.45,79.02,4391,3.47,139,
539871,THYROCARE,A,451.20,454.75,450.00,451.40,769,3.47,211,
540652,CTCL,M,115.00,115.00,115.00,115.00,3000,3.45,1,
500193,HLVLTD,B,10.15,10.45,10.00,10.28,33407,3.41,131,
506597,AMAL,X,225.00,229.85,222.00,225.10,1517,3.41,37,
519091,TASTYBIT,B,9109.70,9241.40,9109.70,9204.00,37,3.40,30,
523100,COSMOFE,X,188.80,188.80,175.95,180.85,1896,3.39,72,
538521,YAANENT,X,20.25,20.25,19.85,19.85,16950,3.39,11,
522275,GET&D,B,101.00,104.75,100.90,104.00,3282,3.37,166,
531411,TUNITEX,X,1.53,1.56,1.48,1.56,218909,3.37,289,
526725,SANDESH,B,864.25,915.00,844.00,882.05,384,3.37,108,
539290,BINDALAGRO,B,19.55,20.00,19.38,19.51,17142,3.37,629,
526717,HPBL,Z,256.55,282.50,256.50,256.50,1287,3.35,15,
532154,JOHNPHARMA,X,0.54,0.54,0.52,0.54,628136,3.35,713,
539407,GENCON,B,63.35,64.02,62.86,63.50,5259,3.35,146,
590137,SETFNIFBK,B,405.42,408.81,405.42,407.84,824,3.35,59,
532375,TIPSINDLTD,B,1496.95,1505.35,1489.40,1500.60,223,3.34,76,
539785,PDMJEPAPER,B,38.80,39.50,38.70,39.30,8545,3.33,119,
537253,SUNLOC,X,57.40,57.40,54.05,55.00,6024,3.33,29,
523537,APMIN,X,49.45,51.85,48.79,50.91,6538,3.32,47,
507960,GUJHOTE,X,134.95,137.90,130.00,137.90,2515,3.32,39,
514418,MANORG,B,405.15,414.75,404.75,411.00,809,3.30,88,
509486,CAPRIHANS,X,99.45,103.90,99.45,103.00,3207,3.28,42,
539044,MANAKSTELTD,B,41.55,43.15,41.55,42.40,7817,3.27,82,
540025,ADVENZYMES,A,277.90,280.40,274.45,274.90,1174,3.25,153,
542233,TREJHARA,B,60.95,62.90,59.87,59.95,5395,3.25,113,
590086,ORISSAMINE,B,2500.00,2511.70,2445.00,2488.15,131,3.25,68,
533292,A2ZINFRA,B,6.91,7.40,6.91,7.27,44965,3.24,122,
506618,PUNJABCHEM,B,868.50,898.00,868.50,896.30,363,3.23,83,
505978,TRITONV,X,1500.00,1540.00,1486.40,1511.00,213,3.23,32,
534741,VIRTUALG,X,0.99,1.01,0.97,1.00,327768,3.23,477,
526582,TPLPLAST,B,30.96,31.50,30.75,31.03,10392,3.22,91,
530589,PRIMAPLA,X,106.80,106.80,99.12,100.99,3206,3.22,38,
533317,OMKARCHEM,Z,11.36,11.36,11.36,11.36,28385,3.22,37,
541809,ICICINXT50,B,38.59,38.99,38.54,38.92,8321,3.22,172,
543599,KSOLVES,B,441.75,443.35,437.00,439.00,731,3.22,108,
500306,JAYKAY,X,53.00,54.65,52.35,54.50,5921,3.17,51,
543214,NDRAUTO,B,542.85,560.65,542.85,550.95,573,3.16,88,
519126,HNDFDS,A,574.50,576.30,567.20,574.00,550,3.15,108,
532851,INSECTICID,B,450.05,454.20,443.20,449.10,705,3.15,115,
532767,GAYAPROJ,T,6.61,6.98,6.61,6.98,46032,3.14,83,
508969,SULABEN,X,3.75,3.89,3.60,3.67,85823,3.13,236,
500215,ATFL,B,867.90,883.30,863.95,873.15,360,3.13,58,
526546,CHOKSILA,X,39.99,40.90,33.55,35.48,8840,3.13,82,
524598,AKSCHEM,B,224.40,230.20,224.35,227.10,1373,3.12,105,
522014,UNIDT,B,220.00,221.80,215.65,218.15,1426,3.11,71,
539938,MIL,X,96.35,97.00,93.50,95.00,3283,3.11,37,
536974,CPL,X,18.45,19.20,18.45,19.19,16251,3.09,105,
532828,AMDIND,B,49.75,50.50,48.90,50.15,6171,3.08,86,
531667,RRMETAL,X,32.75,32.75,28.05,28.99,10454,3.07,68,
543064,SUVENPHAR,A,476.00,480.75,476.00,477.90,642,3.07,143,
543512,AVROIND,B,134.00,135.50,129.95,130.00,2351,3.07,111,
506690,UNICHEMLAB,B,295.60,298.80,295.60,296.95,1031,3.06,103,
526731,BRIGHTBR,X,139.00,146.60,139.00,145.20,2136,3.04,37,
500449,HOCL,B,26.35,27.15,26.35,27.00,11290,3.03,79,
540673,SIS,A,357.90,361.00,353.70,355.15,849,3.03,141,
543172,COSPOWER,M,302.00,302.00,302.00,302.00,1000,3.02,1,
500058,BIHSPONG,XT,8.85,9.45,8.63,9.45,32403,3.01,82,
532649,NECLIFE,B,17.25,17.85,17.00,17.37,17230,3.01,150,
523323,KOVAI,B,1924.80,1935.00,1909.05,1928.55,156,3.00,43,
530109,ANUPAM,X,1.62,1.68,1.52,1.62,187953,3.00,419,
526409,KKALPANAIND,X,13.30,13.65,12.90,12.95,22869,2.99,106,
509055,VISAKAIND,B,383.05,386.75,382.40,385.70,780,2.99,141,
516108,STHINPA,X,117.20,120.00,117.00,118.95,2523,2.98,21,
524342,INDOBORAX,B,117.50,118.30,116.55,117.10,2538,2.97,127,
500279,MIRCELECTR,B,14.40,14.75,14.40,14.64,20238,2.95,148,
539013,GITARENEW,X,94.95,99.90,92.00,95.50,3064,2.94,130,
523229,BHARATSE,X,84.00,86.95,83.60,85.70,3424,2.93,68,
539252,SCFL,B,17.20,18.39,17.00,17.94,16493,2.93,228,
534680,SRGHFL,X,193.00,195.50,183.35,183.35,1563,2.93,21,
500366,ROLTA,Z,2.60,2.65,2.49,2.59,113311,2.92,132,
539115,ALAN SCOTT,X,46.99,46.99,44.24,45.14,6463,2.92,62,
543618,CARGOTRANS,M,97.50,97.50,97.50,97.50,3000,2.92,1,
530431,ADORFO,X,80.80,81.50,79.60,80.05,3634,2.91,59,
532402,USGTECH,X,4.55,4.55,3.98,4.08,72158,2.91,102,
533029,ALKALI,B,105.25,110.20,105.25,109.25,2714,2.91,89,
890157,AIRTELPP,A,360.00,368.55,360.00,366.50,794,2.90,57,
531869,SACHEMT,X,17.30,17.90,17.30,17.75,16489,2.89,112,
543669,RUSTOMJEE,B,451.20,456.95,449.45,454.60,637,2.89,63,
500213,ITHL,X,202.45,202.45,192.45,192.45,1471,2.88,69,
539113,PML,X,1275.00,1275.00,1235.10,1263.60,230,2.87,46,
514428,HINDADH,X,190.45,198.90,190.00,198.85,1458,2.86,52,
531512,ORIENTTR,X,11.51,13.69,11.37,11.57,24059,2.86,54,
538812,AANCHALISP,X,11.30,11.65,11.15,11.50,24881,2.85,85,
523301,TCPLPACK,B,1315.00,1338.75,1294.95,1325.95,215,2.84,87,
523660,WATERBASE,B,65.17,70.91,65.17,69.70,4173,2.84,197,
538730,PDSL,B,324.00,335.00,323.95,328.60,866,2.84,119,
590071,SUNDARMFIN,B,2289.00,2309.10,2278.80,2301.55,124,2.84,95,
590057,EQUIPPP,T,37.50,37.50,35.65,36.70,7848,2.84,41,
526471,WINSOMBR,XT,12.82,12.82,12.82,12.82,22071,2.82,96,
524752,DECIPHER,X,19.60,20.50,19.57,20.24,13896,2.81,134,
523606,SIKA,X,580.00,582.90,556.60,567.00,493,2.79,50,
533608,RDBRL,X,81.95,83.00,80.00,81.49,3434,2.79,82,
537008,ICICINF100,B,187.00,188.10,187.00,188.10,1487,2.79,264,
532354,VIRGOGLOB,X,7.20,7.20,6.52,6.85,40532,2.78,247,
532141,ANDHRACEMT,B,5.13,5.13,5.13,5.13,54291,2.78,83,
533218,EMAMIREAL,B,67.40,69.95,67.10,69.10,4067,2.78,71,
543239,GMPL,M,99.30,99.30,99.30,99.30,2800,2.78,1,
526687,POLOHOT,X,8.41,8.41,7.74,8.41,33046,2.77,55,
511557,PROFINC,X,1.05,1.07,1.01,1.07,263907,2.75,257,
540726,TTFL,B,66.60,67.99,63.65,65.72,4158,2.75,121,
526614,EXPOGAS,X,12.10,12.70,11.91,12.29,22779,2.74,91,
524212,WANBURY,T,38.20,38.50,38.06,38.10,7168,2.74,11,
532673,KMSUGAR,B,24.35,25.85,24.35,25.51,10730,2.74,154,
526885,SARLAPOLY,B,38.10,38.19,37.40,38.10,7231,2.73,112,
531977,CHLOGIST,X,3.86,4.50,3.86,4.35,65889,2.73,147,
524570,PODARPIGQ,B,264.05,266.60,261.85,261.90,1037,2.72,38,
506109,GENESYS,B,411.00,411.00,382.75,397.90,695,2.72,59,
500407,SWARAJENG,B,1485.00,1560.00,1485.00,1556.85,179,2.70,34,
527005,SHREEPAC,X,98.90,108.50,98.90,108.40,2533,2.70,36,
533275,GAL,B,2.66,2.74,2.58,2.73,102047,2.70,77,
532362,NAGPI,X,72.00,74.00,72.00,72.65,3653,2.68,12,
507690,ORIBEVER,X,128.70,128.70,120.10,122.20,2177,2.68,56,
532748,PFOCUS,B,76.25,78.88,76.25,76.45,3475,2.68,107,
542057,BCPL,B,44.00,44.30,42.35,43.25,6136,2.68,80,
507836,MCCHRLS-B,X,341.00,368.00,341.00,363.00,743,2.67,75,
530201,KALLAM,X,9.91,10.20,9.91,10.09,26622,2.67,94,
540775,KHADIM,B,196.55,203.95,194.20,198.65,1354,2.67,140,
524396,BIOFILCHEM,B,46.05,46.15,44.60,45.00,5910,2.66,158,
531489,CGVAK,X,371.95,376.00,364.20,371.60,719,2.66,66,
521180,SUPERSPIN,B,8.55,8.55,7.93,8.29,32163,2.66,149,
533284,RPPINFRA,B,39.45,41.52,38.65,41.10,6664,2.66,194,
522134,ARTSONEN,X,74.55,76.45,74.06,76.39,3518,2.65,77,
512296,BHAGYNAGAR,B,46.00,47.45,46.00,46.90,5692,2.65,55,
513401,ASHIS,X,30.00,33.44,30.00,32.65,8147,2.65,55,
506528,KELENRG,X,799.90,799.90,773.00,781.50,340,2.65,40,
532333,HBPOR,X,37.00,44.40,37.00,39.00,6389,2.65,63,
505893,HINDHARD,X,279.50,294.45,270.00,291.00,931,2.64,48,
523160,MORGANITE,X,893.00,909.90,881.05,904.95,298,2.64,39,
543256,RFLL,XT,26.00,26.50,25.90,26.50,10091,2.64,12,
522241,MMFL,B,825.00,859.95,819.80,857.00,313,2.63,94,
515008,MODINSU,XT,43.25,45.00,43.25,44.90,5997,2.63,47,
533014,SICAGEN,X,31.85,32.00,30.70,32.00,8354,2.63,46,
539661,ACEMEN,XT,73.00,73.00,69.50,72.97,3752,2.62,33,
517236,CALCOM,X,137.00,137.00,129.65,135.10,1934,2.61,32,
530621,AAIL,X,68.45,68.45,65.85,66.20,3947,2.61,33,
543309,ADESHWAR,M,21.80,21.80,21.80,21.80,12000,2.61,1,
532408,MEGASOFT,B,28.15,28.60,28.15,28.29,9183,2.60,160,
532890,TAKE,B,17.60,18.45,17.30,18.34,14402,2.60,124,
513121,ORICON,B,20.50,20.95,20.20,20.80,12562,2.59,505,
506522,JLMORI,X,1850.00,1897.00,1850.00,1897.00,140,2.59,20,
507789,JAGSNPHARM,B,310.00,324.00,310.00,317.45,812,2.59,179,
500235,KSL,B,306.85,314.40,306.85,313.05,834,2.59,102,
505075,SETCO,B,8.70,8.70,8.35,8.43,30574,2.58,331,
511208,IVC,B,6.50,6.96,6.50,6.82,38445,2.58,153,
526133,SUPERTEX,X,11.37,12.54,11.36,11.36,20921,2.58,38,
540192,LKPSEC,X,13.05,13.05,12.53,12.73,20326,2.58,87,
524480,RIDDHI,X,338.00,345.00,329.30,340.00,750,2.57,20,
530215,KINGSINFR,X,94.95,96.40,94.10,95.80,2689,2.57,49,
520043,MUNJALSHOW,B,89.05,92.10,89.05,91.40,2832,2.57,101,
538943,SONAL,X,84.80,85.74,71.40,84.99,3076,2.56,104,
543518,EIGHTY,M,40.63,45.00,40.63,45.00,6000,2.56,2,
543363,PREVEST,M,320.00,320.00,320.00,320.00,800,2.56,2,
500166,GOODRICKE,X,188.50,188.50,187.00,188.50,1361,2.55,23,
530163,KERALAYUR,X,88.00,90.00,87.51,89.90,2883,2.55,44,
542019,SHUBHAM,B,21.85,22.00,21.20,21.88,11767,2.55,121,
500266,MAHSCOOTER,A,4455.00,4482.80,4449.55,4466.75,57,2.54,31,
519260,SANWARIA,Z,0.55,0.57,0.54,0.57,453416,2.54,173,
533543,BROOKS,B,99.49,99.49,94.64,95.30,2677,2.54,101,
543462,DEVIT,B,102.00,104.75,101.25,101.75,2478,2.54,123,
517546,ALFATRAN,X,20.95,21.09,19.68,21.09,12234,2.53,49,
515037,MURUDCERA,B,33.95,34.39,33.25,34.00,7526,2.53,96,
502090,SAGCEM,B,205.90,214.40,205.90,207.80,1199,2.53,108,
538180,GOLDLINE,Z,0.46,0.48,0.45,0.48,542795,2.52,633,
542025,SUNRETAIL,M,0.43,0.45,0.43,0.45,576000,2.52,12,
504093,PANAENERG,X,243.00,244.00,236.00,239.00,1056,2.51,82,
523023,SINCLAIR,X,98.15,101.80,98.15,101.00,2490,2.51,56,
511447,SYLPH,XT,37.45,37.50,36.71,36.71,6807,2.51,48,
531608,GORANIN,X,181.00,189.80,177.50,183.00,1374,2.51,52,
532150,INDRAMEDCO,T,78.16,81.70,78.16,80.90,3131,2.50,45,
517214,DIGISPICE,B,20.00,20.55,19.80,20.19,12507,2.50,114,
542724,EARUM,B,2.35,2.35,2.19,2.33,109296,2.50,254,
532780,PARSVNATH,B,6.95,7.17,6.80,6.90,36056,2.50,150,
535602,SHARDA,B,610.00,610.05,591.75,598.85,414,2.49,89,
539469,PANORAMA,X,117.00,117.65,107.05,107.05,2282,2.49,58,
539331,VETO,B,87.40,92.45,87.20,91.20,2779,2.48,54,
533451,KARMAENG,B,30.10,31.97,28.95,31.97,8185,2.48,52,
514378,YARNSYN,X,42.70,44.25,42.70,44.00,5733,2.47,47,
524218,RESONANCE,X,101.80,101.80,99.00,99.85,2490,2.47,80,
523586,INDTONER,X,186.70,186.70,183.15,184.10,1334,2.46,19,
538668,NAYSAA,M,98.00,98.00,98.00,98.00,2500,2.45,1,
539584,SIPTL,X,1.19,1.19,1.12,1.14,211757,2.45,156,
523732,ECOBOAR,X,21.78,21.78,21.78,21.78,11216,2.44,20,
530883,SUCROSA,X,5.72,5.93,5.72,5.93,41853,2.44,101,
539031,SETFBSE100,A,187.00,190.50,186.10,187.13,1298,2.44,46,
530881,ABVL,XT,130.00,135.00,130.00,134.00,1820,2.43,15,
530723,ASITCFIN,X,121.20,125.80,117.50,121.00,2053,2.43,38,
523186,BAPACK,XT,185.15,197.00,185.15,186.00,1308,2.43,29,
512608,BHANDHOS,B,4.31,4.92,4.31,4.74,51503,2.43,79,
502137,DECCANCE,B,443.50,459.40,443.50,454.55,542,2.43,90,
500296,NAHARSPING,B,217.15,223.10,217.15,220.50,1103,2.43,60,
532794,ZEEMEDIA,B,8.79,8.79,8.79,8.79,27445,2.41,17,
538715,DHABRIYA,X,107.20,116.00,107.20,109.40,2140,2.40,32,
538860,PANAFIC,X,1.16,1.19,1.11,1.14,212453,2.40,248,
542670,AEPL,B,106.00,106.25,106.00,106.25,2260,2.40,11,
517041,ADORWELD,B,832.10,836.90,820.95,826.05,289,2.39,142,
504392,KRISHNA,X,96.00,100.95,96.00,96.59,2407,2.38,30,
500500,HINDMOTORS,B,13.62,13.95,13.62,13.94,17164,2.37,116,
501295,IITL,B,93.90,93.90,86.65,90.40,2626,2.37,166,
532650,MSPL,B,8.72,9.10,8.59,8.94,26656,2.37,177,
532663,SASKEN,B,867.60,870.55,859.00,866.00,274,2.37,63,
501423,SHAILY,B,1108.70,1114.00,1061.80,1091.35,216,2.35,43,
517035,RIR,X,301.00,316.00,301.00,310.75,759,2.35,61,
530611,STURDY,XT,0.45,0.45,0.43,0.45,538563,2.35,348,
504908,DUNCANENG,X,384.70,384.70,376.00,376.00,619,2.34,10,
521234,SRINACHA,X,36.80,36.80,32.35,33.05,7088,2.33,12,
509874,SHALPAINTS,B,149.35,150.10,147.50,148.15,1573,2.33,84,
531161,ABMKNO,X,83.00,83.00,82.00,82.71,2825,2.33,66,
532339,COMPUSOFT,B,16.85,17.44,16.80,17.19,13512,2.32,111,
502157,MANGLMCEM,B,260.00,264.55,253.95,261.75,900,2.32,110,
540145,VALIANTORG,A,403.00,410.85,402.95,409.10,570,2.32,89,
513059,GSAUTO,X,13.75,14.88,13.50,14.50,16402,2.31,46,
532906,MAANALU,B,184.95,194.50,184.95,193.05,1201,2.31,64,
543686,SIRCA,B,616.10,630.95,608.05,608.25,375,2.31,80,
539276,KAYA,B,268.80,280.95,268.40,280.95,842,2.30,426,
539410,MUZALI,X,1.98,1.98,1.82,1.90,121091,2.29,63,
513307,SYNTHFO,XT,195.80,196.00,186.00,195.00,1174,2.28,33,
532102,SBECSUG,X,31.00,33.17,31.00,33.17,7003,2.28,135,
532911,PARLEIND,X,6.90,7.08,6.80,6.96,32993,2.28,293,
509820,HUHTAMAKI,B,198.20,198.50,195.15,197.40,1155,2.27,86,
511092,JMDVL,X,14.52,14.85,14.27,14.83,15456,2.27,65,
517554,NHCFOODS,X,32.60,33.05,31.50,31.99,7141,2.27,77,
524774,NGLFINE,B,1347.00,1347.00,1289.15,1296.75,173,2.26,62,
540168,SUPRAP,X,18.90,18.90,17.00,18.12,12349,2.26,26,
543754,TRANSVOY,M,72.00,72.00,69.50,69.50,3200,2.26,2,
543267,DAVANGERE,X,71.00,72.50,68.88,72.00,3236,2.26,21,
523248,MACPLASQ,X,102.95,107.10,94.00,107.10,2257,2.25,31,
530617,SAMPRE,X,81.15,84.99,80.25,82.88,2759,2.25,100,
533108,BTTL,X,14.95,14.95,13.80,13.90,16021,2.24,97,
500074,BPL,B,58.65,60.60,57.19,59.85,3729,2.22,76,
508136,BNALTD,X,272.80,274.85,265.15,270.00,805,2.18,25,
535730,KHOOBSURAT,X,1.49,1.55,1.49,1.52,144529,2.17,345,
504961,TATAYODOGA,XT,63.50,65.50,62.00,63.70,3417,2.16,95,
518091,APCL,B,164.45,169.00,160.80,167.60,1294,2.16,77,
531176,MEFCOMCAP,XT,18.90,18.90,18.00,18.15,11892,2.16,87,
523391,NAHARPOLY,B,211.70,219.60,210.80,218.40,1005,2.16,100,
531991,AMRAAGRI,X,0.70,0.72,0.67,0.70,314623,2.15,420,
531147,ALICON,B,787.50,828.75,783.60,818.00,267,2.14,77,
511742,UGROCAP,B,151.80,153.50,151.05,151.20,1416,2.14,76,
533138,ASTEC,A,1347.20,1383.85,1347.20,1383.80,156,2.14,56,
531370,SPAR,X,20.50,20.50,19.15,19.15,10985,2.13,176,
532785,RUCHIRA,B,105.00,109.55,105.00,108.50,1993,2.13,136,
532654,MCLEODRUSS,T,18.76,19.40,18.76,19.15,11184,2.12,32,
535431,GCMSECU,B,2.08,2.24,2.08,2.24,96352,2.12,73,
540952,LAL,M,85.00,85.00,85.00,85.00,2500,2.12,1,
543475,EKENNIS,M,135.00,135.00,130.00,130.00,1600,2.12,2,
533540,TREEHOUSE,B,13.34,13.53,12.25,13.53,15755,2.11,84,
530233,AUROLAB,X,63.60,64.95,61.10,62.95,3382,2.10,74,
539517,SXETF,A,647.60,648.00,644.00,647.00,326,2.10,48,
532543,GULFPETRO,B,33.50,34.50,33.35,33.85,6157,2.09,131,
532937,KUANTUM,B,118.50,122.20,118.50,121.35,1723,2.09,40,
503169,RUBYMILLS,B,175.65,180.35,170.40,171.35,1211,2.08,106,
539195,POEL,X,123.00,127.80,120.00,125.00,1667,2.08,36,
532005,SAMINDUS,XT,58.10,61.90,58.00,58.00,3546,2.07,33,
526397,ALPHAGEO,B,221.60,238.00,221.60,235.00,887,2.06,161,
505368,REVATHI,B,1163.70,1195.55,1155.00,1178.50,176,2.06,37,
504882,NATIONSTD,A,4487.95,4544.00,4294.05,4459.90,46,2.05,34,
500456,PASUPTAC,B,28.00,29.26,28.00,28.95,7204,2.05,122,
521105,OLYMPTX,X,107.90,107.90,97.80,97.80,2059,2.05,58,
531456,MINAXI,X,1.84,1.93,1.70,1.76,112037,2.05,229,
533452,DELPHIFX,B,302.00,310.50,301.40,301.40,669,2.05,172,
531328,KRETTOSYS,X,0.57,0.59,0.56,0.58,356830,2.04,338,
511413,CREST,B,167.35,171.30,166.50,169.90,1215,2.04,135,
508875,NITINCAST,X,222.95,232.00,207.10,230.00,902,2.03,105,
514197,STCORP,XT,54.00,54.00,53.00,54.00,3791,2.03,39,
532894,INDOWIND,B,11.20,11.94,11.05,11.94,17473,2.03,163,
538212,SHARPINV,X,1.24,1.24,1.14,1.23,168369,2.02,431,
542918,GIANLIFE,B,22.55,23.25,22.55,22.75,8851,2.02,29,
532240,INDNIPPON,B,360.05,366.60,358.70,363.30,552,2.00,53,
542682,HARISH,X,33.00,33.90,33.00,33.50,5927,2.00,5,
530063,YASHRAJC,X,10.79,10.92,10.00,10.92,18632,1.99,75,
500173,GFLLIMITED,B,59.00,60.75,59.00,59.90,3331,1.99,69,
538875,SELLWIN,X,17.60,18.34,17.45,18.30,11098,1.99,47,
539518,UDAYJEW,X,102.55,107.85,100.80,103.30,1905,1.99,70,
532699,ROHLTD,B,230.40,234.35,228.20,232.75,859,1.99,61,
532710,SADBHAV,B,10.83,11.25,10.83,11.08,17983,1.99,85,
512257,SVARTCORP,X,2.59,2.61,2.54,2.60,77397,1.97,118,
531893,SAWABUSI,X,0.90,0.94,0.90,0.94,213159,1.97,318,
542131,MAN50ETF,B,181.00,184.00,181.00,182.37,1079,1.97,51,
509715,JAYSHREETEA,B,84.70,87.80,84.70,86.05,2254,1.96,95,
519588,DFM,B,457.20,462.30,457.15,459.10,427,1.96,57,
537259,SUYOG,X,345.30,345.30,337.25,340.70,578,1.96,27,
533101,SURYAAMBA,X,174.90,178.95,163.40,174.00,1133,1.96,38,
516082,NRAGRINDQ,B,224.30,227.40,220.40,227.40,867,1.95,83,
510245,SWASTIVI,X,5.21,5.41,5.21,5.34,36777,1.95,145,
512626,ORBTEXP,B,137.80,137.80,133.00,134.20,1465,1.95,50,
539519,MAYUKH,XT,9.85,10.20,9.85,10.10,19571,1.95,9,
539313,UTINIFTETF,B,1855.00,1869.00,1853.00,1860.00,105,1.95,16,
539018,BEEKAY,X,407.00,407.30,390.00,400.00,485,1.95,59,
517238,DYNAVSN,XT,141.60,141.60,137.20,137.20,1407,1.93,16,
523127,EIHAHOTELS,B,373.25,396.00,373.25,394.15,497,1.93,216,
507813,NOL,XT,64.84,71.66,64.84,71.66,2874,1.93,67,
517494,ACCEL,X,13.60,14.50,13.45,13.55,13923,1.92,92,
531518,VIKASPROP,Z,0.53,0.55,0.53,0.54,357780,1.92,149,
541400,ZIMLAB,B,83.21,83.21,78.00,81.00,2387,1.92,102,
538546,BRPL,B,62.00,62.94,60.00,61.80,3136,1.92,44,
543386,FINOPB,B,216.55,220.95,215.45,220.10,877,1.92,71,
532797,AUTOIND,B,67.05,69.80,66.15,69.80,2785,1.91,126,
524828,BDH,X,123.60,123.60,118.80,119.00,1584,1.90,25,
523650,YASHINNO,XT,56.45,57.00,56.45,56.45,3365,1.90,24,
508922,MSRINDIA,X,9.10,9.10,8.53,8.60,22066,1.90,129,
530317,GODAVARI,X,81.00,81.00,77.45,79.00,2392,1.88,44,
532382,BALAJITELE,B,42.90,44.23,42.60,44.23,4337,1.88,155,
539219,MUL,X,6.18,6.18,6.18,6.18,30426,1.88,49,
532230,BENGALT,X,74.00,74.00,67.40,70.50,2671,1.87,20,
520066,JAYBARMARU,B,147.90,147.90,140.45,144.60,1305,1.87,55,
